"q","p","s","t","d","trade_seq","trade_id","tick_direction","iv","instrument_name","index_price","direction"
"1.4","0.005","TRADE","1641007687310","2022-01-01","299","197402080","3","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"1.2","0.005","TRADE","1641007687130","2022-01-01","298","197402070","2","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"3","0.0025","TRADE","1641007634519","2022-01-01","366","197402034","3","69.34","BTC-2JAN22-49000-C","46801.92","sell"
"2.9","0.008","TRADE","1641007612994","2022-01-01","125","197402018","3","72.97","BTC-14JAN22-40000-P","46805.95","sell"
"1.6","0.008","TRADE","1641007603079","2022-01-01","124","197402017","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.4","0.008","TRADE","1641007603066","2022-01-01","123","197402016","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.3","0.008","TRADE","1641007603063","2022-01-01","122","197402015","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"20.5","0.008","TRADE","1641007601484","2022-01-01","121","197402014","3","72.96","BTC-14JAN22-40000-P","46803.69","sell"
"1.1","0.0055","TRADE","1641007593271","2022-01-01","474","197402012","1","76.36","BTC-7JAN22-53000-C","46803.14","sell"
"1.4","0.0055","TRADE","1641007587245","2022-01-01","473","197402010","1","76.39","BTC-7JAN22-53000-C","46800.87","sell"
"1.2","0.0055","TRADE","1641007581191","2022-01-01","472","197402001","1","76.4","BTC-7JAN22-53000-C","46800.96","sell"
"1.3","0.0055","TRADE","1641007577166","2022-01-01","471","197401994","0","76.38","BTC-7JAN22-53000-C","46805.29","sell"
"3.8","0.035","TRADE","1641007541780","2022-01-01","151","197401964","1","70.43","BTC-7JAN22-47000-C","46801.72","buy"
"0.1","0.0285","TRADE","1641007540174","2022-01-01","232","197401963","1","70.81","BTC-14JAN22-50000-C","46801.51","sell"
"1.6","0.0265","TRADE","1641007539539","2022-01-01","536","197401962","3","67.58","BTC-7JAN22-46000-P","46802.65","buy"
"3.5","0.0265","TRADE","1641007539475","2022-01-01","535","197401961","3","67.58","BTC-7JAN22-46000-P","46802.65","buy"
"10.9","0.0265","TRADE","1641007539464","2022-01-01","534","197401960","3","67.58","BTC-7JAN22-46000-P","46802.65","sell"
"6.7","0.0265","TRADE","1641007539464","2022-01-01","533","197401959","3","67.58","BTC-7JAN22-46000-P","46802.65","sell"
"12","0.0265","TRADE","1641007539464","2022-01-01","532","197401958","2","67.58","BTC-7JAN22-46000-P","46802.65","sell"
"2.9","0.027","TRADE","1641007533129","2022-01-01","531","197401957","3","68.55","BTC-7JAN22-46000-P","46800.55","buy"
"31.2","0.027","TRADE","1641007531448","2022-01-01","530","197401956","2","68.54","BTC-7JAN22-46000-P","46799.33","buy"
"9.4","0.0505","TRADE","1641007455385","2022-01-01","349","197401880","3","70.03","BTC-7JAN22-48000-P","46793.98","buy"
"3.5","0.0505","TRADE","1641007455338","2022-01-01","348","197401877","3","70.03","BTC-7JAN22-48000-P","46793.98","buy"
"2.5","0.0505","TRADE","1641007455245","2022-01-01","347","197401868","3","70.3","BTC-7JAN22-48000-P","46804.26","buy"
"2.7","0.0505","TRADE","1641007455131","2022-01-01","346","197401859","3","70.3","BTC-7JAN22-48000-P","46804.26","buy"
"15.5","0.0505","TRADE","1641007455048","2022-01-01","345","197401838","3","70.31","BTC-7JAN22-48000-P","46804.26","buy"
"0.9","0.026","TRADE","1641007454908","2022-01-01","127","197401835","2","72.98","BTC-1JAN22-48000-P","46804.26","buy"
"1","0.12","TRADE","1641007454876","2022-01-01","2246","197401834","1","74.08","BTC-25MAR22-50000-C","46804.26","sell"
"1.4","0.0505","TRADE","1641007454862","2022-01-01","344","197401833","3","70.31","BTC-7JAN22-48000-P","46804.26","buy"
"1.3","0.0505","TRADE","1641007454812","2022-01-01","343","197401825","3","70.31","BTC-7JAN22-48000-P","46804.26","buy"
"1.5","0.0505","TRADE","1641007449714","2022-01-01","342","197401774","3","70.35","BTC-7JAN22-48000-P","46804.72","buy"
"0.1","0.1195","TRADE","1641009590639","2022-01-01","2248","197403058","3","73.82","BTC-25MAR22-50000-C","46817.8","sell"
"0.9","0.1195","TRADE","1641009580164","2022-01-01","2247","197403056","2","73.82","BTC-25MAR22-50000-C","46819.28","sell"
"1.5","0.007","TRADE","1641009496993","2022-01-01","240","197403038","2","57.95","BTC-1JAN22-47000-P","46828.11","sell"
"0.1","0.0025","TRADE","1641009481693","2022-01-01","307","197403036","2","73.55","BTC-14JAN22-60000-C","46826.68","sell"
"0.1","0.007","TRADE","1641009443460","2022-01-01","737","197403032","2","72.92","BTC-7JAN22-52000-C","46826.24","sell"
"0.1","0.01","TRADE","1641009381848","2022-01-01","434","197402962","2","72.09","BTC-7JAN22-51000-C","46855.42","sell"
"0.1","5.0E-4","TRADE","1641009303031","2022-01-01","191","197402909","3","62.04","BTC-1JAN22-46000-P","46860.7","sell"
"1.5","0.014","TRADE","1641009287343","2022-01-01","908","197402904","1","71.23","BTC-7JAN22-50000-C","46860.51","sell"
"0.5","0.0415","TRADE","1641009119650","2022-01-01","139","197402825","2","67.96","BTC-14JAN22-48000-C","46822.8","sell"
"0.5","5.0E-4","TRADE","1641009116514","2022-01-01","106","197402824","2","100.8","BTC-14JAN22-30000-P","46823.12","buy"
"0.1","0.0025","TRADE","1641009010841","2022-01-01","462","197402818","3","89.65","BTC-28JAN22-30000-P","46823.61","sell"
"2.9","0.0175","TRADE","1641008995015","2022-01-01","178","197402800","3","67.61","BTC-7JAN22-45000-P","46862.92","buy"
"4.6","0.0115","TRADE","1641008995005","2022-01-01","415","197402799","2","67.88","BTC-7JAN22-44000-P","46862.92","buy"
"0.1","0.004","TRADE","1641008928926","2022-01-01","148","197402759","1","60.27","BTC-1JAN22-47000-C","46868","buy"
"1","0.026","TRADE","1641008820841","2022-01-01","729","197402722","0","72.05","BTC-28JAN22-55000-C","46882.29","sell"
"0.1","0.028","TRADE","1641008785668","2022-01-01","233","197402682","2","69.32","BTC-14JAN22-50000-C","46885.31","sell"
"1","0.058","TRADE","1641008705549","2022-01-01","270","197402610","2","73","BTC-25FEB22-55000-C","46878.82","sell"
"0.3","0.035","TRADE","1641008560443","2022-01-01","57","197402446","3","68.26","BTC-21JAN22-44000-P","46860.48","sell"
"0.4","0.0195","TRADE","1641008529628","2022-01-01","302","197402445","0","70.83","BTC-7JAN22-49000-C","46857.96","sell"
"0.4","0.019","TRADE","1641008521986","2022-01-01","1477","197402444","2","69.71","BTC-28JAN22-40000-P","46856.97","sell"
"1.7","0.035","TRADE","1641008507366","2022-01-01","56","197402435","2","68.06","BTC-21JAN22-44000-P","46846.64","sell"
"0.1","0.0175","TRADE","1641008507210","2022-01-01","177","197402416","2","67.04","BTC-7JAN22-45000-P","46846.64","sell"
"2","0.001","TRADE","1641008504228","2022-01-01","80","197402390","1","102.01","BTC-7JAN22-36000-P","46845.82","sell"
"0.1","5.0E-4","TRADE","1641008424707","2022-01-01","190","197402386","3","59.08","BTC-1JAN22-46000-P","46838.46","sell"
"0.1","0.001","TRADE","1641008419297","2022-01-01","256","197402385","3","71.84","BTC-2JAN22-50000-C","46838.98","sell"
"2","0.001","TRADE","1641008354584","2022-01-01","79","197402370","1","101.99","BTC-7JAN22-36000-P","46841.9","sell"
"2","0.001","TRADE","1641008280541","2022-01-01","78","197402345","1","101.99","BTC-7JAN22-36000-P","46853.78","sell"
"0.1","0.001","TRADE","1641008199143","2022-01-01","77","197402337","1","101.93","BTC-7JAN22-36000-P","46845.17","sell"
"2.7","0.001","TRADE","1641008199140","2022-01-01","76","197402336","1","101.93","BTC-7JAN22-36000-P","46845.17","sell"
"1.2","0.001","TRADE","1641008198838","2022-01-01","75","197402335","1","101.93","BTC-7JAN22-36000-P","46845.17","buy"
"0.2","0.002","TRADE","1641008158881","2022-01-01","150","197402317","2","60.38","BTC-2JAN22-45000-P","46838.01","sell"
"0.1","0.0185","TRADE","1641008111615","2022-01-01","256","197402304","0","71.36","BTC-14JAN22-52000-C","46844.06","sell"
"0.4","0.0035","TRADE","1641008013998","2022-01-01","1542","197402285","2","79.56","BTC-28JAN22-70000-C","46835.46","sell"
"3.1","5.0E-4","TRADE","1641007941393","2022-01-01","189","197402206","3","57.17","BTC-1JAN22-46000-P","46819.77","sell"
"0.1","5.0E-4","TRADE","1641007941393","2022-01-01","188","197402205","3","57.17","BTC-1JAN22-46000-P","46819.77","sell"
"0.1","5.0E-4","TRADE","1641007941393","2022-01-01","187","197402204","2","57.17","BTC-1JAN22-46000-P","46819.77","sell"
"0.1","5.0E-4","TRADE","1641007909472","2022-01-01","259","197402203","3","73.7","BTC-1JAN22-48000-C","46819.55","sell"
"5.4","0.005","TRADE","1641007687727","2022-01-01","301","197402083","3","70.72","BTC-7JAN22-42000-P","46804.25","buy"
"1.2","0.005","TRADE","1641007687556","2022-01-01","300","197402082","3","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"1.4","0.005","TRADE","1641007687310","2022-01-01","299","197402080","3","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"1.2","0.005","TRADE","1641007687130","2022-01-01","298","197402070","2","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"3","0.0025","TRADE","1641007634519","2022-01-01","366","197402034","3","69.34","BTC-2JAN22-49000-C","46801.92","sell"
"2.9","0.008","TRADE","1641007612994","2022-01-01","125","197402018","3","72.97","BTC-14JAN22-40000-P","46805.95","sell"
"1.6","0.008","TRADE","1641007603079","2022-01-01","124","197402017","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.4","0.008","TRADE","1641007603066","2022-01-01","123","197402016","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.3","0.008","TRADE","1641007603063","2022-01-01","122","197402015","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"20.5","0.008","TRADE","1641007601484","2022-01-01","121","197402014","3","72.96","BTC-14JAN22-40000-P","46803.69","sell"
"1.1","0.0055","TRADE","1641007593271","2022-01-01","474","197402012","1","76.36","BTC-7JAN22-53000-C","46803.14","sell"
"1.4","0.0055","TRADE","1641007587245","2022-01-01","473","197402010","1","76.39","BTC-7JAN22-53000-C","46800.87","sell"
"1.2","0.0055","TRADE","1641007581191","2022-01-01","472","197402001","1","76.4","BTC-7JAN22-53000-C","46800.96","sell"
"1.3","0.0055","TRADE","1641007577166","2022-01-01","471","197401994","0","76.38","BTC-7JAN22-53000-C","46805.29","sell"
"3.8","0.035","TRADE","1641007541780","2022-01-01","151","197401964","1","70.43","BTC-7JAN22-47000-C","46801.72","buy"
"0.1","0.0285","TRADE","1641007540174","2022-01-01","232","197401963","1","70.81","BTC-14JAN22-50000-C","46801.51","sell"
"1.6","0.0265","TRADE","1641007539539","2022-01-01","536","197401962","3","67.58","BTC-7JAN22-46000-P","46802.65","buy"
"3.5","0.0265","TRADE","1641007539475","2022-01-01","535","197401961","3","67.58","BTC-7JAN22-46000-P","46802.65","buy"
"10.9","0.0265","TRADE","1641007539464","2022-01-01","534","197401960","3","67.58","BTC-7JAN22-46000-P","46802.65","sell"
"6.7","0.0265","TRADE","1641007539464","2022-01-01","533","197401959","3","67.58","BTC-7JAN22-46000-P","46802.65","sell"
"12","0.0265","TRADE","1641007539464","2022-01-01","532","197401958","2","67.58","BTC-7JAN22-46000-P","46802.65","sell"
"0.1","0.1195","TRADE","1641009590639","2022-01-01","2248","197403058","3","73.82","BTC-25MAR22-50000-C","46817.8","sell"
"0.9","0.1195","TRADE","1641009580164","2022-01-01","2247","197403056","2","73.82","BTC-25MAR22-50000-C","46819.28","sell"
"1.5","0.007","TRADE","1641009496993","2022-01-01","240","197403038","2","57.95","BTC-1JAN22-47000-P","46828.11","sell"
"0.1","0.0025","TRADE","1641009481693","2022-01-01","307","197403036","2","73.55","BTC-14JAN22-60000-C","46826.68","sell"
"0.1","0.007","TRADE","1641009443460","2022-01-01","737","197403032","2","72.92","BTC-7JAN22-52000-C","46826.24","sell"
"0.1","0.01","TRADE","1641009381848","2022-01-01","434","197402962","2","72.09","BTC-7JAN22-51000-C","46855.42","sell"
"0.1","5.0E-4","TRADE","1641009303031","2022-01-01","191","197402909","3","62.04","BTC-1JAN22-46000-P","46860.7","sell"
"1.5","0.014","TRADE","1641009287343","2022-01-01","908","197402904","1","71.23","BTC-7JAN22-50000-C","46860.51","sell"
"0.5","0.0415","TRADE","1641009119650","2022-01-01","139","197402825","2","67.96","BTC-14JAN22-48000-C","46822.8","sell"
"0.5","5.0E-4","TRADE","1641009116514","2022-01-01","106","197402824","2","100.8","BTC-14JAN22-30000-P","46823.12","buy"
"0.1","0.0025","TRADE","1641009010841","2022-01-01","462","197402818","3","89.65","BTC-28JAN22-30000-P","46823.61","sell"
"2.9","0.0175","TRADE","1641008995015","2022-01-01","178","197402800","3","67.61","BTC-7JAN22-45000-P","46862.92","buy"
"4.6","0.0115","TRADE","1641008995005","2022-01-01","415","197402799","2","67.88","BTC-7JAN22-44000-P","46862.92","buy"
"0.1","0.004","TRADE","1641008928926","2022-01-01","148","197402759","1","60.27","BTC-1JAN22-47000-C","46868","buy"
"1","0.026","TRADE","1641008820841","2022-01-01","729","197402722","0","72.05","BTC-28JAN22-55000-C","46882.29","sell"
"0.1","0.028","TRADE","1641008785668","2022-01-01","233","197402682","2","69.32","BTC-14JAN22-50000-C","46885.31","sell"
"1","0.058","TRADE","1641008705549","2022-01-01","270","197402610","2","73","BTC-25FEB22-55000-C","46878.82","sell"
"0.3","0.035","TRADE","1641008560443","2022-01-01","57","197402446","3","68.26","BTC-21JAN22-44000-P","46860.48","sell"
"0.4","0.0195","TRADE","1641008529628","2022-01-01","302","197402445","0","70.83","BTC-7JAN22-49000-C","46857.96","sell"
"0.4","0.019","TRADE","1641008521986","2022-01-01","1477","197402444","2","69.71","BTC-28JAN22-40000-P","46856.97","sell"
"1.7","0.035","TRADE","1641008507366","2022-01-01","56","197402435","2","68.06","BTC-21JAN22-44000-P","46846.64","sell"
"0.1","0.0175","TRADE","1641008507210","2022-01-01","177","197402416","2","67.04","BTC-7JAN22-45000-P","46846.64","sell"
"2","0.001","TRADE","1641008504228","2022-01-01","80","197402390","1","102.01","BTC-7JAN22-36000-P","46845.82","sell"
"0.1","5.0E-4","TRADE","1641008424707","2022-01-01","190","197402386","3","59.08","BTC-1JAN22-46000-P","46838.46","sell"
"0.1","0.001","TRADE","1641008419297","2022-01-01","256","197402385","3","71.84","BTC-2JAN22-50000-C","46838.98","sell"
"2","0.001","TRADE","1641008354584","2022-01-01","79","197402370","1","101.99","BTC-7JAN22-36000-P","46841.9","sell"
"2","0.001","TRADE","1641008280541","2022-01-01","78","197402345","1","101.99","BTC-7JAN22-36000-P","46853.78","sell"
"0.1","0.001","TRADE","1641008199143","2022-01-01","77","197402337","1","101.93","BTC-7JAN22-36000-P","46845.17","sell"
"2.7","0.001","TRADE","1641008199140","2022-01-01","76","197402336","1","101.93","BTC-7JAN22-36000-P","46845.17","sell"
"1.2","0.001","TRADE","1641008198838","2022-01-01","75","197402335","1","101.93","BTC-7JAN22-36000-P","46845.17","buy"
"0.2","0.002","TRADE","1641008158881","2022-01-01","150","197402317","2","60.38","BTC-2JAN22-45000-P","46838.01","sell"
"0.1","0.0185","TRADE","1641008111615","2022-01-01","256","197402304","0","71.36","BTC-14JAN22-52000-C","46844.06","sell"
"0.4","0.0035","TRADE","1641008013998","2022-01-01","1542","197402285","2","79.56","BTC-28JAN22-70000-C","46835.46","sell"
"3.1","5.0E-4","TRADE","1641007941393","2022-01-01","189","197402206","3","57.17","BTC-1JAN22-46000-P","46819.77","sell"
"0.1","5.0E-4","TRADE","1641007941393","2022-01-01","188","197402205","3","57.17","BTC-1JAN22-46000-P","46819.77","sell"
"0.1","5.0E-4","TRADE","1641007941393","2022-01-01","187","197402204","2","57.17","BTC-1JAN22-46000-P","46819.77","sell"
"0.1","5.0E-4","TRADE","1641007909472","2022-01-01","259","197402203","3","73.7","BTC-1JAN22-48000-C","46819.55","sell"
"5.4","0.005","TRADE","1641007687727","2022-01-01","301","197402083","3","70.72","BTC-7JAN22-42000-P","46804.25","buy"
"1.2","0.005","TRADE","1641007687556","2022-01-01","300","197402082","3","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"1.4","0.005","TRADE","1641007687310","2022-01-01","299","197402080","3","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"1.2","0.005","TRADE","1641007687130","2022-01-01","298","197402070","2","70.72","BTC-7JAN22-42000-P","46804.25","sell"
"3","0.0025","TRADE","1641007634519","2022-01-01","366","197402034","3","69.34","BTC-2JAN22-49000-C","46801.92","sell"
"2.9","0.008","TRADE","1641007612994","2022-01-01","125","197402018","3","72.97","BTC-14JAN22-40000-P","46805.95","sell"
"1.6","0.008","TRADE","1641007603079","2022-01-01","124","197402017","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.4","0.008","TRADE","1641007603066","2022-01-01","123","197402016","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.3","0.008","TRADE","1641007603063","2022-01-01","122","197402015","3","72.96","BTC-14JAN22-40000-P","46803.29","sell"
"0.1","0.005","TRADE","1641027597573","2022-01-01","294","197416753","3","58.78","BTC-2JAN22-48000-C","47113.44","sell"
"0.1","0.005","TRADE","1641027578571","2022-01-01","293","197416749","3","58.81","BTC-2JAN22-48000-C","47112.21","sell"
"1","0.0155","TRADE","1641027570369","2022-01-01","5","197416748","1","57.45","BTC-3JAN22-47000-P","47111.88","buy"
"0.5","0.051","TRADE","1641027505868","2022-01-01","1031","197416718","3","68.21","BTC-28JAN22-50000-C","47111.71","buy"
"0.7","0.0015","TRADE","1641027494217","2022-01-01","403","197416711","3","59.94","BTC-2JAN22-49000-C","47109.37","sell"
"3.7","0.051","TRADE","1641027486981","2022-01-01","1030","197416709","2","68.22","BTC-28JAN22-50000-C","47109.82","buy"
"0.6","0.005","TRADE","1641027439557","2022-01-01","292","197416707","2","58.62","BTC-2JAN22-48000-C","47113.44","sell"
"1.8","0.004","TRADE","1641027408483","2022-01-01","369","197416703","0","61.39","BTC-2JAN22-46000-P","47109.74","buy"
"0.1","0.0225","TRADE","1641027375370","2022-01-01","352","197416683","1","71.46","BTC-28JAN22-56000-C","47115.61","sell"
"1.1","0.0015","TRADE","1641027263169","2022-01-01","402","197416649","2","59.73","BTC-2JAN22-49000-C","47111.76","sell"
"0.4","0.0095","TRADE","1641027237085","2022-01-01","55","197416646","2","58.48","BTC-3JAN22-48000-C","47099.8","sell"
"1.1","0.0035","TRADE","1641027183038","2022-01-01","368","197416634","0","58.18","BTC-2JAN22-46000-P","47116.94","sell"
"1.9","0.0325","TRADE","1641027142454","2022-01-01","271","197416611","0","67.21","BTC-7JAN22-47000-P","47118","buy"
"1","0.049","TRADE","1641027141720","2022-01-01","51","197416610","2","67.03","BTC-21JAN22-46000-P","47118","buy"
"1","0.0375","TRADE","1641027141713","2022-01-01","211","197416609","2","66.6","BTC-14JAN22-46000-P","47118","buy"
"2","0.0225","TRADE","1641027140774","2022-01-01","549","197416608","2","66.43","BTC-7JAN22-46000-P","47123.2","buy"
"6","0.008","TRADE","1641027140498","2022-01-01","53","197416607","0","60.58","BTC-3JAN22-46000-P","47123.94","buy"
"1","0.049","TRADE","1641027137694","2022-01-01","387","197416603","0","67.27","BTC-28JAN22-45000-P","47126.08","buy"
"3","0.016","TRADE","1641027133362","2022-01-01","44","197416597","0","67.19","BTC-14JAN22-43000-P","47135.15","buy"
"3","0.015","TRADE","1641027133348","2022-01-01","180","197416592","3","66.48","BTC-7JAN22-45000-P","47135.15","buy"
"2","0.0215","TRADE","1641027133343","2022-01-01","223","197416591","2","66.56","BTC-14JAN22-44000-P","47135.15","buy"
"2","0.0285","TRADE","1641027132942","2022-01-01","12","197416588","2","66.3","BTC-14JAN22-45000-P","47135.15","buy"
"0.1","0.002","TRADE","1641027074138","2022-01-01","401","197416546","3","62.69","BTC-2JAN22-49000-C","47195.46","sell"
"6.9","0.0035","TRADE","1641027055784","2022-01-01","29","197416533","1","63.06","BTC-3JAN22-45000-P","47195","buy"
"7.1","0.0035","TRADE","1641027055784","2022-01-01","28","197416532","1","63.06","BTC-3JAN22-45000-P","47195","buy"
"1","0.0105","TRADE","1641026994637","2022-01-01","447","197416514","2","70.97","BTC-7JAN22-51000-C","47187.41","sell"
"0.8","0.009","TRADE","1641026898956","2022-01-01","273","197416500","2","54.77","BTC-2JAN22-47000-P","47216.13","sell"
"0.1","5.0E-4","TRADE","1641026871979","2022-01-01","288","197416493","3","62.16","BTC-2JAN22-50000-C","47229.51","sell"
"1","0.006","TRADE","1641026859218","2022-01-01","29","197416487","3","63.67","BTC-3JAN22-49000-C","47241.13","buy"
"0.1","0.006","TRADE","1641026847431","2022-01-01","291","197416472","1","60.04","BTC-2JAN22-48000-C","47228.97","sell"
"0.6","0.006","TRADE","1641026838437","2022-01-01","290","197416465","0","59.68","BTC-2JAN22-48000-C","47240.08","sell"
"0.5","0.006","TRADE","1641026771707","2022-01-01","28","197416446","3","63.86","BTC-3JAN22-49000-C","47241.4","buy"
"0.3","0.001","TRADE","1641026768675","2022-01-01","164","197416438","3","64.05","BTC-2JAN22-45000-P","47233.73","sell"
"0.2","0.001","TRADE","1641026721661","2022-01-01","163","197416428","3","64.04","BTC-2JAN22-45000-P","47231.71","sell"
"0.1","5.0E-4","TRADE","1641026672935","2022-01-01","287","197416407","3","62.34","BTC-2JAN22-50000-C","47216.13","sell"
"0.1","0.0055","TRADE","1641026653432","2022-01-01","289","197416405","3","57.67","BTC-2JAN22-48000-C","47217.42","sell"
"5","0.0025","TRADE","1641026635647","2022-01-01","11","197416393","2","62.73","BTC-3JAN22-50000-C","47225.4","sell"
"8","0.007","TRADE","1641026620924","2022-01-01","52","197416392","3","58.89","BTC-3JAN22-46000-P","47224.29","sell"
"2","0.007","TRADE","1641026620924","2022-01-01","51","197416391","2","58.89","BTC-3JAN22-46000-P","47224.29","sell"
"5","0.003","TRADE","1641026596250","2022-01-01","10","197416386","1","66.08","BTC-3JAN22-50000-C","47228.94","sell"
"2.9","0.0035","TRADE","1641026582784","2022-01-01","27","197416380","0","63.5","BTC-3JAN22-45000-P","47220.9","sell"
"0.6","0.0045","TRADE","1641026506150","2022-01-01","236","197416350","3","84.53","BTC-25FEB22-90000-C","47209.94","sell"
"0.2","0.0055","TRADE","1641026484375","2022-01-01","288","197416344","3","57.71","BTC-2JAN22-48000-C","47214.02","sell"
"1.2","0.0045","TRADE","1641026381880","2022-01-01","235","197416321","3","84.52","BTC-25FEB22-90000-C","47193.39","sell"
"5","0.01","TRADE","1641026376642","2022-01-01","272","197416316","1","59.08","BTC-2JAN22-47000-P","47202.39","buy"
"1","0.01","TRADE","1641026376642","2022-01-01","271","197416315","0","59.08","BTC-2JAN22-47000-P","47202.39","buy"
"0.2","0.0055","TRADE","1641026374393","2022-01-01","287","197416293","3","57.77","BTC-2JAN22-48000-C","47209.58","sell"
"1","0.006","TRADE","1641026373667","2022-01-01","27","197416289","2","64.24","BTC-3JAN22-49000-C","47209.23","sell"
"0.1","0.001","TRADE","1641026370584","2022-01-01","162","197416288","2","63.43","BTC-2JAN22-45000-P","47210.44","sell"
"0.1","0.0055","TRADE","1641026354357","2022-01-01","286","197416281","2","57.65","BTC-2JAN22-48000-C","47211.22","sell"
"0.1","0.003","TRADE","1641026226828","2022-01-01","367","197416241","3","57.7","BTC-2JAN22-46000-P","47227.5","sell"
"1","0.0095","TRADE","1641026196866","2022-01-01","270","197416235","1","57.82","BTC-2JAN22-47000-P","47231.9","buy"
"0.1","5.0E-4","TRADE","1641026161824","2022-01-01","286","197416219","3","61.8","BTC-2JAN22-50000-C","47235.86","sell"
"0.1","0.011","TRADE","1641026038273","2022-01-01","54","197416198","3","60.26","BTC-3JAN22-48000-C","47225.03","sell"
"3","0.0155","TRADE","1641026034271","2022-01-01","4","197416197","0","61.9","BTC-3JAN22-47000-P","47231.67","buy"
"0.1","0.008","TRADE","1641026033239","2022-01-01","50","197416196","1","63.37","BTC-3JAN22-46000-P","47236.64","buy"
"3.9","0.008","TRADE","1641026033239","2022-01-01","49","197416195","1","63.37","BTC-3JAN22-46000-P","47236.64","buy"
"0.1","5.0E-4","TRADE","1641026024903","2022-01-01","1","197416188","1","67.13","BTC-3JAN22-43000-P","47243.15","sell"
"0.1","0.011","TRADE","1641026019722","2022-01-01","53","197416187","3","59.75","BTC-3JAN22-48000-C","47243.22","sell"
"0.1","0.011","TRADE","1641026018917","2022-01-01","52","197416186","3","59.73","BTC-3JAN22-48000-C","47243.22","sell"
"0.1","0.005","TRADE","1641027597573","2022-01-01","294","197416753","3","58.78","BTC-2JAN22-48000-C","47113.44","sell"
"0.1","0.005","TRADE","1641027578571","2022-01-01","293","197416749","3","58.81","BTC-2JAN22-48000-C","47112.21","sell"
"1","0.0155","TRADE","1641027570369","2022-01-01","5","197416748","1","57.45","BTC-3JAN22-47000-P","47111.88","buy"
"0.5","0.051","TRADE","1641027505868","2022-01-01","1031","197416718","3","68.21","BTC-28JAN22-50000-C","47111.71","buy"
"0.7","0.0015","TRADE","1641027494217","2022-01-01","403","197416711","3","59.94","BTC-2JAN22-49000-C","47109.37","sell"
"3.7","0.051","TRADE","1641027486981","2022-01-01","1030","197416709","2","68.22","BTC-28JAN22-50000-C","47109.82","buy"
"0.1","0.0185","TRADE","1641020379321","2022-01-01","263","197412109","2","74.5","BTC-25FEB22-35000-P","46963.86","buy"
"0.4","0.0055","TRADE","1641020379064","2022-01-01","347","197412105","1","63.7","BTC-2JAN22-46000-P","46963.86","buy"
"1.8","0.0055","TRADE","1641020379064","2022-01-01","346","197412104","0","63.7","BTC-2JAN22-46000-P","46963.86","buy"
"0.5","0.024","TRADE","1641020368605","2022-01-01","548","197412053","0","67.41","BTC-7JAN22-46000-P","47023.95","buy"
"0.1","0.0015","TRADE","1641020363857","2022-01-01","251","197411992","0","50.8","BTC-1JAN22-47000-P","47039.07","buy"
"2.2","0.007","TRADE","1641020337055","2022-01-01","252","197411905","0","67.74","BTC-2JAN22-48000-C","47093.91","buy"
"0.9","0.0135","TRADE","1641020298763","2022-01-01","77","197411899","3","58.64","BTC-2JAN22-47000-C","47082.05","buy"
"1.3","0.0135","TRADE","1641020298759","2022-01-01","76","197411898","2","58.64","BTC-2JAN22-47000-C","47082.05","sell"
"0.1","0.003","TRADE","1641020266155","2022-01-01","334","197411879","1","78.34","BTC-7JAN22-55000-C","47094.37","buy"
"1.4","0.087","TRADE","1641020227487","2022-01-01","82","197411840","1","73.69","BTC-25MAR22-55000-C","47072.09","buy"
"0.5","0.012","TRADE","1641020227270","2022-01-01","239","197411817","1","60.13","BTC-2JAN22-47000-P","47069.36","sell"
"0.8","0.012","TRADE","1641020227224","2022-01-01","238","197411812","0","60.13","BTC-2JAN22-47000-P","47069.36","sell"
"3.2","0.047","TRADE","1641020006198","2022-01-01","352","197411760","1","71.31","BTC-7JAN22-48000-P","47050","buy"
"1.8","0.047","TRADE","1641020006198","2022-01-01","351","197411759","0","71.31","BTC-7JAN22-48000-P","47050","buy"
"1","0.001","TRADE","1641019983662","2022-01-01","262","197411746","3","71.72","BTC-2JAN22-50000-C","47073.43","sell"
"1.6","0.039","TRADE","1641019968066","2022-01-01","209","197411745","3","67.96","BTC-14JAN22-46000-P","47061.45","buy"
"1.4","0.039","TRADE","1641019968066","2022-01-01","208","197411744","2","67.96","BTC-14JAN22-46000-P","47061.45","buy"
"1","0.018","TRADE","1641019840162","2022-01-01","1482","197411736","0","69.61","BTC-28JAN22-40000-P","47054.05","buy"
"0.3","0.001","TRADE","1641019839681","2022-01-01","261","197411735","3","72.01","BTC-2JAN22-50000-C","47054.05","sell"
